loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_tenure,cibil_score,residential_asset_value,commercial_asset_value,luxury_asset_value,bank_assets_value,loan_status
L100604,0,Graduate,No,2033855,4642087,15,355,5842488,7650311,3852659,1343763,Rejected
L100605,2,Graduate,No,1218965,4714759,5,527,1413285,1592063,2700502,6427799,Rejected
L100606,3,Graduate,No,1374171,4476421,15,448,1330657,8266602,3327708,859299,Rejected
L100607,0,Graduate,Yes,887463,3529664,20,345,9352819,12422351,4598798,2436385,Rejected
L100608,3,Graduate,Yes,2238523,3589172,20,443,5252279,6121602,4567994,5039481,Rejected
L100609,5,Not Graduate,No,2250510,4203514,25,639,945161,14061279,3078921,1538668,Rejected
L100610,3,Not Graduate,No,500679,2708492,25,712,5000783,6512324,2022862,979581,Rejected
L100611,2,Graduate,No,1451133,4695289,10,819,2328767,2217939,3987575,7530223,Approved
L100612,1,Not Graduate,No,2454748,2193184,10,643,8333631,6405883,746447,3812661,Rejected
L100613,4,Graduate,No,1977352,554910,20,686,2707133,6439519,677551,5919649,Approved
L100614,4,Graduate,No,780270,3491558,5,772,4819523,6969369,3595908,2969554,Rejected
L100615,2,Graduate,No,2475281,673090,15,574,6622266,4806085,1212740,1335184,Rejected
L100616,3,Not Graduate,No,767367,2079341,10,652,53010,6161018,497165,7589252,Approved
L100617,0,Graduate,Yes,1254381,3067465,30,365,5805333,8877241,3732529,1484632,Rejected
L100618,3,Graduate,No,2409573,2576915,10,378,5516552,2896355,1718340,5160593,Rejected
L100619,2,Graduate,No,2166328,2452114,5,897,907272,11659943,2560390,2739963,Approved
L100620,4,Graduate,Yes,1011465,3529799,5,501,4074411,11421562,1273871,1593526,Rejected
L100621,3,Graduate,No,388483,1819617,25,857,536364,6371332,1035702,4998964,Rejected
L100622,4,Graduate,No,2016962,2488761,15,412,903057,6783564,1885005,4779313,Rejected
L100623,0,Graduate,No,420146,2898039,5,390,1750652,167071,3093348,6209607,Rejected
L100624,4,Graduate,No,1530503,687509,10,440,2619909,1775823,978536,6954202,Rejected
L100625,4,Graduate,No,257524,2446629,10,588,663478,6088960,605743,7084750,Rejected
L100626,1,Graduate,No,2465458,930432,20,888,4139524,13038796,740599,6855852,Approved
L100627,1,Graduate,No,1061289,516995,5,710,9691578,7800757,2246928,6383244,Approved
L100628,5,Graduate,No,694026,4872778,30,676,990993,7583754,1197678,4662543,Rejected
L100629,1,Graduate,No,263776,4934299,25,683,6394544,14128052,2486179,6535893,Rejected
L100630,4,Graduate,Yes,330494,3989625,15,451,1588049,6629383,2957135,1809875,Rejected
L100631,2,Graduate,Yes,2199186,1679618,30,618,959296,2665880,3420,866572,Rejected
L100632,4,Not Graduate,No,2440123,3424775,25,668,8337746,13138855,4735332,3097619,Approved
L100633,2,Graduate,No,2029732,2240002,10,859,7914933,4761631,3473135,6974017,Approved
L100634,2,Graduate,No,2017307,3043349,30,761,262530,2414551,1013368,6097890,Approved
L100635,1,Graduate,No,427785,1292522,25,311,3631097,8460827,2640905,6341422,Rejected
L100636,3,Graduate,Yes,1540254,2618101,10,455,5708824,2807501,4638952,185846,Rejected
L100637,0,Graduate,No,418449,1016325,10,776,2042361,1846252,4729244,3418258,Approved
L100638,1,Graduate,No,1538977,4047936,10,700,217767,3764610,2406967,601516,Approved
L100639,1,Graduate,Yes,386371,1347776,10,476,1109970,7660771,3427043,3136676,Rejected
L100640,3,Graduate,No,796275,4969831,10,640,3870033,11180671,1265777,3292025,Rejected
L100641,0,Not Graduate,Yes,1874502,2091215,20,356,5882545,4912894,1308396,3555637,Rejected
L100642,4,Not Graduate,No,274591,1857317,30,747,9034612,366042,1235340,3480069,Rejected
L100643,5,Graduate,No,789104,3752590,25,502,187486,5533395,58541,4237325,Rejected
L100644,5,Graduate,No,923720,3822088,20,501,7263776,6451406,2106622,4575363,Rejected
L100645,4,Not Graduate,No,1093681,1533702,20,629,1628782,2264381,2665748,2246485,Rejected
L100646,1,Graduate,No,416909,4978476,5,662,3388284,5248794,2232821,420594,Rejected
L100647,0,Graduate,No,1484649,3936613,5,753,9814968,9726508,4356164,3000758,Approved
L100648,1,Not Graduate,Yes,1358468,4060442,5,655,1733391,7212648,3079676,7068390,Approved
L100649,2,Graduate,No,1310152,4354083,15,515,8755198,9253656,1098053,6378211,Rejected
L100650,1,Graduate,No,1133667,3354860,5,854,8483310,9664745,2729701,929441,Approved
L100651,1,Not Graduate,No,2260932,4696386,25,322,2202661,7527467,626754,3212058,Rejected
L100652,4,Graduate,No,2150892,384248,20,454,4550056,6910957,295215,702726,Rejected
L100653,4,Graduate,Yes,1030096,711440,25,485,1162886,11047853,2560971,858754,Rejected
L100654,4,Graduate,No,2351340,1243502,30,548,4075341,2503821,3600867,6131630,Rejected
L100655,5,Not Graduate,No,740073,3379782,5,433,2929386,13758087,4264864,2666753,Rejected
L100656,2,Not Graduate,Yes,1742173,804981,15,620,6401391,4872367,779680,2331881,Rejected
L100657,4,Not Graduate,No,1777059,431325,30,689,3263647,1238669,3931294,7048527,Approved
L100658,0,Graduate,Yes,2231742,863526,15,733,958101,2191951,3596436,1337752,Approved
L100659,5,Not Graduate,No,1224477,1013544,30,321,69519,4816977,3570714,1533755,Rejected
L100660,3,Not Graduate,No,1877512,2476062,20,899,7838236,7051398,3484634,6439886,Approved
L100661,0,Graduate,No,1623300,4928274,25,424,960655,8339150,1237087,1041431,Rejected
L100662,0,Not Graduate,No,1748328,655751,10,378,9585296,7428951,1978649,3993870,Rejected
L100663,4,Not Graduate,No,2176361,1788614,25,350,2141924,14630064,2884112,5600350,Rejected
L100664,3,Graduate,No,447584,3482338,5,475,2979674,14665086,3254534,3494029,Rejected
L100665,3,Graduate,No,1555802,523656,10,552,2292056,924914,4821571,442037,Rejected
L100666,5,Graduate,No,1042015,1008379,15,545,8547596,605750,1083685,4222669,Rejected
L100667,3,Graduate,No,730971,4861889,20,405,7122759,179340,1366528,5518213,Rejected
L100668,2,Graduate,Yes,2419654,2951884,20,492,2611895,7371191,2833304,5712845,Rejected
L100669,4,Graduate,No,2118067,4077187,15,615,4233384,4236343,2473139,3677264,Rejected
L100670,3,Not Graduate,No,1706570,56464,5,601,7369080,2854414,2603927,3150097,Rejected
L100671,5,Not Graduate,Yes,1801348,1639426,15,847,5852373,9484984,1385140,2554131,Approved
L100672,2,Not Graduate,No,1004741,3775530,30,567,9315889,10788665,3567850,6168434,Rejected
L100673,1,Graduate,No,2173615,1211140,5,469,7656887,13201826,1418167,1863613,Rejected
L100674,1,Graduate,Yes,599777,1468767,10,850,4450696,2796175,2561854,1884624,Approved
L100675,2,Graduate,No,291449,3663163,15,754,2873382,7945223,3212624,7787727,Rejected
L100676,5,Graduate,No,1336995,2704074,5,591,1390179,3055068,1152007,2463015,Rejected
L100677,2,Not Graduate,No,445920,1885068,10,863,8113324,5361878,415162,5414835,Rejected
L100678,4,Not Graduate,Yes,1778662,1894277,15,440,7128080,8629932,1619884,1605919,Rejected
L100679,4,Graduate,Yes,285370,315039,20,445,5851361,13092574,3351066,3869819,Rejected
L100680,1,Not Graduate,No,1006636,1441579,15,724,8314052,4622887,2905745,2057067,Approved
L100681,3,Not Graduate,No,598377,2126259,25,613,3771414,3659248,4222042,5621704,Rejected
L100682,5,Graduate,No,2150564,2251279,15,483,746470,6166197,3547407,269594,Rejected
L100683,1,Not Graduate,No,641830,4340730,25,427,9537772,11856374,4251457,7474029,Rejected
L100684,3,Graduate,Yes,1066004,3096672,10,586,7068566,8621837,3884036,2570419,Rejected
L100685,3,Graduate,No,2490919,1110538,15,552,9961370,14674618,4255313,50272,Rejected
L100686,4,Graduate,Yes,1743786,1446102,10,685,1918517,837876,2983130,1053886,Approved
L100687,0,Graduate,No,577244,54011,10,529,3459544,11437533,484469,5274697,Rejected
L100688,0,Graduate,No,654677,2014724,5,570,7272268,14741812,3842640,7848382,Rejected
L100689,2,Graduate,No,966698,4264086,10,714,2830095,13672678,3464143,486160,Rejected
L100690,4,Graduate,No,668895,482941,10,497,3429985,1088894,4990533,7777776,Rejected
L100691,3,Graduate,Yes,1425393,3239187,15,622,1311414,2789530,4266246,4176432,Rejected
L100692,5,Graduate,No,2239319,2758685,15,355,4185727,8512686,2215217,5167587,Rejected
L100693,0,Graduate,No,1081515,653151,20,502,8404196,8428367,1324453,740176,Rejected
L100694,3,Graduate,No,2359821,1873327,5,437,2814268,13385842,4640743,4276945,Rejected
L100695,0,Graduate,No,942330,3976449,10,721,8845909,7835958,3535054,5982323,Rejected
L100696,0,Graduate,No,430539,1890277,5,356,7058175,5923808,1568366,5974550,Rejected
L100697,0,Graduate,No,1892955,4550328,25,861,4017763,12962091,682286,1588321,Approved
L100698,5,Graduate,Yes,416150,4358307,10,370,7931827,2950161,684143,2139463,Rejected
L100699,4,Graduate,No,1995964,4494910,5,893,8435969,4561679,607648,4067212,Approved
L100700,5,Not Graduate,No,639415,781636,20,671,7136735,9420811,3516250,7491990,Approved
L100701,1,Graduate,No,2122158,4804489,20,899,8232823,6976915,4484735,7810360,Approved
L100702,3,Graduate,No,796012,736290,10,813,2239665,13459244,1397636,1492669,Approved
L100703,4,Not Graduate,Yes,1785765,1811169,25,383,6363395,6725311,1529275,7987893,Rejected
L100704,4,Not Graduate,Yes,874857,1830832,20,342,3423604,9279719,1664069,359571,Rejected
L100705,4,Not Graduate,No,2419798,3266662,20,432,6084556,10771386,232321,5407214,Rejected
L100706,4,Not Graduate,No,2490086,2414825,25,694,1844348,7671388,137837,6161331,Approved
L100707,5,Graduate,Yes,2155534,3972380,5,364,759848,5691357,444842,2490390,Rejected
L100708,4,Graduate,No,282659,2503894,20,589,7100282,13611737,744067,787560,Rejected
L100709,2,Graduate,No,789872,2230139,15,675,9797885,13063445,2239031,5846690,Approved
L100710,3,Graduate,Yes,2239237,3769194,30,766,1592023,7107936,2107356,5406274,Approved
L100711,4,Graduate,No,897108,3333737,30,512,8510974,3017721,102903,2146081,Rejected
L100712,3,Graduate,No,1086320,1482672,20,447,2293316,5638132,415874,6897440,Rejected
L100713,2,Graduate,No,965864,614174,5,872,9181252,14191590,4975279,6668845,Approved
L100714,2,Not Graduate,No,2225838,1672563,5,770,1539152,13297966,1607850,4990544,Approved
L100715,3,Not Graduate,Yes,1378265,2578474,10,448,823837,5653020,2962906,5862316,Rejected
L100716,0,Graduate,No,1363865,2257928,15,387,8781384,12974549,1929827,2543250,Rejected
L100717,1,Not Graduate,No,1481604,3821460,5,623,356440,7400236,4062175,7099613,Rejected
L100718,0,Graduate,No,417598,2515596,25,695,841618,7897164,2671744,5577558,Rejected
L100719,0,Not Graduate,No,1797824,4455113,15,703,9350351,4443131,1900600,3447822,Approved
L100720,5,Graduate,No,1300997,1463967,30,381,5991233,8633864,3466420,83576,Rejected
L100721,0,Not Graduate,No,1766482,3437990,15,585,4729124,6635543,3506319,2117709,Rejected
L100722,4,Graduate,No,1151452,4777589,25,681,1035340,10507278,1612850,2643265,Rejected
L100723,5,Graduate,No,1245687,3301830,20,569,8366126,410275,4530543,7611174,Rejected
L100724,5,Graduate,No,582829,3461097,25,591,103021,7887372,1140170,4230384,Rejected
L100725,2,Graduate,No,366750,1732978,25,752,7081159,1829210,350425,4174865,Rejected
L100726,0,Graduate,No,270592,3124126,20,323,2011562,594091,2075904,3928831,Rejected
L100727,2,Graduate,Yes,384000,2669222,20,610,8388817,71524,2922329,5431749,Rejected
L100728,3,Graduate,Yes,472137,1985772,20,760,8610679,7040326,502939,1977247,Rejected
L100729,1,Graduate,No,529653,4618672,20,507,3806627,9956039,1222196,4688148,Rejected
L100730,5,Graduate,No,1260178,2472952,20,737,2903561,9264612,4336057,1615271,Approved
L100731,3,Not Graduate,No,2450269,3272018,25,837,5473024,10363368,2331499,3266011,Approved
L100732,3,Graduate,No,387069,1911663,10,635,216194,4785613,3566343,4207642,Rejected
L100733,4,Graduate,No,716510,1101690,10,721,2454082,2832761,2783993,600577,Approved
L100734,1,Graduate,Yes,1440894,2960086,5,620,6474467,6573643,4812585,5707616,Rejected
L100735,3,Not Graduate,No,1788197,99768,10,796,6965410,2092195,2368410,5917135,Approved
L100736,3,Graduate,No,858092,3506000,30,886,3597326,7342451,826278,178982,Rejected
L100737,1,Not Graduate,No,1247996,3828271,10,462,8396007,10149436,739026,4063189,Rejected
L100738,1,Not Graduate,Yes,749792,2313557,25,840,5757122,9559015,1343316,7449399,Approved
L100739,3,Graduate,No,1725326,2150326,20,464,4857162,768976,2725527,6619498,Rejected
L100740,1,Graduate,No,773607,167769,20,865,6132138,4631004,4449339,3018110,Approved
L100741,3,Not Graduate,No,814635,347542,25,594,6664677,1243517,346990,7981806,Rejected
L100742,3,Not Graduate,No,2210293,2576297,30,341,1034023,9613466,1885249,3494412,Rejected
L100743,4,Graduate,No,2246836,3331121,10,584,8177088,10281216,3836813,4124029,Rejected
L100744,0,Graduate,Yes,818629,978864,25,686,8782153,6145779,4999732,3640503,Approved
L100745,3,Not Graduate,No,1852457,4112834,5,437,300763,4534945,1447839,5981377,Rejected
L100746,2,Graduate,No,1321248,4643321,20,486,9444216,9021507,1577127,4638157,Rejected
L100747,5,Not Graduate,No,1533640,981775,15,730,3849182,3283287,2520908,4855013,Approved
L100748,0,Graduate,No,663953,2516511,5,853,1564458,3992852,2751691,6154728,Rejected
L100749,0,Graduate,No,2007561,3345784,30,715,7919584,11072160,3614670,826395,Approved
L100750,0,Not Graduate,No,194036,3021679,5,725,4242154,9337222,2554137,5187391,Rejected
L100751,4,Graduate,No,1347017,4184608,25,715,1577586,11773376,27690,5643846,Approved
L100752,3,Graduate,No,2390019,1298749,10,325,4474220,8306946,3213274,6648529,Rejected
L100753,4,Graduate,No,519349,2649098,20,670,8736857,11243499,340716,599223,Rejected
L100754,3,Graduate,Yes,835503,726337,30,684,986275,14377266,4745059,3859880,Approved
L100755,4,Graduate,No,572641,2073553,30,355,1410124,3137358,770878,2897270,Rejected
L100756,4,Graduate,No,2073217,2146419,15,552,2532000,13976670,655408,5742435,Rejected
L100757,5,Graduate,No,487283,3792918,5,405,3394020,14138293,2265202,1112104,Rejected
L100758,2,Not Graduate,No,1728232,4336476,15,429,9860685,5184975,513672,1672675,Rejected
L100759,4,Graduate,No,733117,4915294,10,675,810586,14945225,999078,508907,Rejected
L100760,5,Graduate,No,541180,594344,10,607,7753302,4542709,4030272,3430659,Rejected
L100761,1,Graduate,Yes,1652086,1237030,15,390,9817539,4385500,704582,932280,Rejected
L100762,2,Not Graduate,No,783718,1154315,20,692,1599826,14403194,876038,377757,Approved
L100763,4,Not Graduate,No,2259458,98639,10,833,1348483,12279994,1613511,5206871,Approved
L100764,0,Graduate,No,728110,2600206,15,409,9547474,7784197,1103183,2809939,Rejected
L100765,1,Graduate,No,174042,646682,5,860,981598,1762204,1499202,3930157,Rejected
L100766,1,Graduate,Yes,558302,4574105,15,884,4042974,13173520,3167724,3250615,Rejected
L100767,5,Not Graduate,Yes,897410,2960744,15,639,9194504,10448244,1356742,3206814,Rejected
L100768,1,Not Graduate,No,299395,1930164,25,864,9348148,3380795,826580,2985815,Rejected
L100769,2,Graduate,No,1085783,4426751,10,655,9129773,8076693,2450020,3401222,Rejected
L100770,4,Not Graduate,No,1507719,2495738,20,467,8420149,14449047,4056926,2606041,Rejected
L100771,4,Not Graduate,No,2309932,4919236,20,856,8864367,11930748,4433494,3733324,Approved
L100772,0,Graduate,No,1915520,430069,25,751,2844510,4531536,2106040,2375093,Approved
L100773,5,Graduate,No,2098010,4248440,30,404,4323492,8298836,1792602,4165767,Rejected
L100774,0,Graduate,No,1642017,2209020,20,449,208150,5423666,4102391,3413174,Rejected
L100775,1,Graduate,No,1891888,2491559,15,445,2573338,13925553,4629717,2553540,Rejected
L100776,0,Not Graduate,No,1891599,2965751,25,598,1858777,12325514,1270008,4756651,Rejected
L100777,2,Graduate,No,272019,160957,5,466,6510529,7146423,2458237,4326284,Rejected
L100778,4,Graduate,Yes,521852,4784071,10,347,480620,7405382,2376629,3619603,Rejected
L100779,1,Graduate,No,1915317,4363696,10,538,4935500,2278569,560643,2241101,Rejected
L100780,0,Graduate,No,329001,4904487,10,306,4863099,6532134,230487,6567839,Rejected
L100781,5,Graduate,No,834494,2927668,15,763,4919314,12501060,4848278,3101627,Rejected
L100782,2,Graduate,No,743731,856017,5,752,6993152,343275,4661423,6318769,Approved
L100783,2,Graduate,No,810187,3430575,25,670,6196519,9459247,2871042,7309850,Rejected
L100784,0,Graduate,No,246143,911501,25,848,1122207,11999288,4443738,5284983,Rejected
L100785,4,Graduate,Yes,294771,4510168,10,786,9212949,12555540,591952,2276632,Rejected
L100786,0,Graduate,No,1170332,4525715,5,510,2690927,6118225,4804745,5719347,Rejected
L100787,1,Graduate,No,1705289,1245344,5,464,3036124,7681122,3763632,3234499,Rejected
L100788,0,Graduate,No,1158923,735328,5,424,427557,1225619,3967445,7466260,Rejected
L100789,2,Graduate,No,1970908,466561,20,636,2165456,4328974,1304925,91665,Rejected
L100790,0,Graduate,Yes,810673,4295871,20,491,365750,10496324,950128,7088422,Rejected
L100791,4,Graduate,No,1867534,3126263,10,513,7517618,11252172,3983190,3975220,Rejected
L100792,5,Graduate,No,261362,1819361,5,873,7767227,13334706,2548965,3949349,Rejected
L100793,3,Not Graduate,No,1489527,4851436,30,627,484103,3662667,3974603,1963439,Rejected
L100794,0,Graduate,No,2186503,3810713,5,680,2152259,10797629,4846936,1658931,Approved
L100795,4,Graduate,No,326298,674913,25,877,3390919,3756150,2326837,7088855,Approved
L100796,4,Not Graduate,Yes,623288,1571193,25,538,6641497,2203092,4521912,2834503,Rejected
L100797,5,Graduate,No,2038007,967999,10,831,7412609,5171748,135024,7143451,Approved
L100798,2,Graduate,No,1909814,2978339,30,381,7031119,2683525,3071536,4465108,Rejected
L100799,4,Not Graduate,Yes,1889122,2083764,5,662,4455237,9979334,4377577,7720847,Approved
L100800,4,Not Graduate,Yes,925292,444768,30,804,5871348,9709593,2741894,2581243,Approved
L100801,4,Graduate,Yes,2483647,4295576,10,501,2379220,13772265,4318748,4324213,Rejected
L100802,4,Graduate,Yes,2060217,299264,25,803,3519065,12769263,374319,5675919,Approved
L100803,1,Graduate,No,1750741,4056622,25,336,6960698,10023943,2401756,2546210,Rejected
L100804,1,Graduate,No,339073,3874977,20,888,1784210,11625416,3299596,4334992,Rejected
L100805,2,Graduate,No,509281,286538,10,701,5198363,10958810,2259970,1124552,Approved
L100806,0,Graduate,No,369707,4759751,10,475,7341127,456195,2577153,1228386,Rejected
L100807,4,Graduate,No,2488401,3659134,5,844,2463501,4512276,3145743,3420979,Approved
L100808,5,Graduate,No,1235610,203706,5,869,9417327,1539998,3981917,3764198,Approved
L100809,0,Not Graduate,No,321389,3390552,20,766,9975595,3524756,1205605,7169675,Rejected
L100810,5,Graduate,No,1209165,4998122,15,500,2819127,10069479,605829,6045266,Rejected
L100811,0,Graduate,No,1255797,877150,30,839,6779865,14196710,1433414,4473391,Approved
L100812,2,Graduate,No,975963,1836852,15,846,5026014,4973198,2260100,5283605,Approved
L100813,4,Graduate,No,726515,4586857,15,693,1932919,10338036,716087,6074746,Rejected
L100814,4,Graduate,Yes,243078,92137,10,341,6250674,14161826,1095622,1920759,Rejected
L100815,3,Graduate,No,2200053,1491945,30,896,7620520,10136496,3684833,2631550,Approved
L100816,5,Graduate,No,977679,188925,10,692,8651964,1528362,4154238,2596016,Approved
L100817,0,Graduate,No,909401,2683819,30,740,7984705,9417128,1058335,2053171,Approved
L100818,0,Graduate,No,2135681,3344900,25,805,9515968,11804964,4476952,1327182,Approved
L100819,1,Graduate,No,2210046,3846098,10,619,8731896,9761976,2367803,3487104,Rejected
L100820,3,Graduate,No,1969231,425233,10,852,2002507,3701339,1069626,709441,Approved
L100821,1,Graduate,No,1076921,3589730,10,514,2652808,14766396,2495188,446015,Rejected
L100822,1,Not Graduate,No,1699317,2610272,20,370,4777376,881037,1973915,2688007,Rejected
L100823,1,Graduate,No,218207,1784635,10,867,9798972,3626307,486383,2579669,Rejected
L100824,5,Graduate,No,1038698,2007792,5,535,7366829,11789876,3245881,3852312,Rejected
L100825,5,Graduate,No,2358578,274062,5,580,1358293,8643155,3945747,5632449,Rejected
L100826,2,Graduate,Yes,1709657,2205138,30,461,1911128,13379659,2328481,7133951,Rejected
L100827,2,Not Graduate,No,2381946,481978,25,490,4756497,6601568,2673361,5356274,Rejected
L100828,1,Graduate,Yes,1893967,3552646,20,308,5133381,2368403,3584443,3987400,Rejected
L100829,3,Not Graduate,No,695726,3941865,30,359,3786065,9951940,3136938,6110664,Rejected
L100830,0,Graduate,No,2291008,4200579,5,524,4848243,11065829,2652880,4343244,Rejected
L100831,5,Graduate,No,592244,1203891,20,881,2425358,14946077,4118308,993477,Approved
L100832,3,Graduate,Yes,986309,752214,20,586,7645639,12479210,4833107,2440285,Rejected
L100833,4,Not Graduate,No,640999,1810143,25,468,3917430,4650215,2425595,3167950,Rejected
L100834,5,Graduate,No,767762,275687,20,361,9063110,14163747,3890549,4274098,Rejected
L100835,5,Graduate,Yes,2156549,2989701,10,648,2105777,8223269,1009589,1636788,Rejected
L100836,2,Not Graduate,No,1938053,2292365,20,741,5544223,14410703,1688367,4818446,Approved
L100837,0,Graduate,Yes,557407,2811856,25,313,2390514,9724979,4496389,4010673,Rejected
L100838,0,Graduate,No,1021158,2121088,30,463,5942712,7659150,4152225,784326,Rejected
L100839,4,Graduate,No,1453306,2163048,25,719,1171758,10980269,4936623,7132537,Approved
L100840,4,Not Graduate,No,1445308,79813,25,819,5276085,8412054,4270358,2462282,Approved
L100841,5,Graduate,No,570602,3261407,5,847,7449116,6024587,2598924,7059559,Rejected
L100842,1,Not Graduate,No,1777650,4910345,10,859,7185180,9606364,569503,870181,Approved
L100843,2,Not Graduate,No,206635,3985388,5,896,942639,8332715,3987636,4427431,Rejected
L100844,2,Graduate,Yes,1551430,323541,30,327,8023556,2625263,2256397,4184001,Rejected
L100845,5,Graduate,Yes,2493136,3799199,15,745,9380601,2241678,1451187,6795890,Approved
L100846,3,Graduate,Yes,1523713,1665181,30,507,9899510,11145052,3623687,3287023,Rejected
L100847,1,Graduate,No,1311328,3374714,10,769,5171666,5122028,1992719,7519270,Approved
L100848,5,Not Graduate,No,378584,4084649,20,403,7099492,8593770,255931,6330825,Rejected
L100849,1,Not Graduate,No,2380038,3188893,25,725,1280280,14577200,1208572,5067115,Approved
L100850,1,Graduate,No,1277113,3896342,15,400,7457451,13049108,1698875,1904400,Rejected
L100851,1,Graduate,No,1870444,1400816,10,840,5546811,12855566,4184094,4122758,Approved
L100852,5,Graduate,No,235166,2463081,5,821,7127470,14068749,764948,1847669,Rejected
L100853,2,Graduate,No,1014285,820348,25,405,2850310,2763049,824026,5913831,Rejected
L100854,2,Graduate,No,447883,2871058,30,576,4015789,2203087,4460112,4528166,Rejected
L100855,1,Graduate,No,313052,2087171,5,364,4986518,2952718,454377,2807747,Rejected
L100856,3,Graduate,No,906079,508819,10,487,8979666,4952297,652692,4464418,Rejected
L100857,0,Graduate,No,2070024,1258060,10,616,3727661,13084355,4133411,6339378,Rejected
L100858,5,Graduate,Yes,1593401,494874,30,437,1279372,10739738,2954563,3639342,Rejected
L100859,0,Graduate,No,2313405,3978683,15,642,4095228,13252054,2638681,7108643,Rejected
L100860,3,Graduate,No,765416,2158701,30,404,5767034,376924,2929795,7319359,Rejected
L100861,5,Not Graduate,Yes,2408233,3660160,20,845,8837010,387688,3733488,2742366,Approved
L100862,1,Graduate,No,1336430,2104048,5,679,8103292,11002164,3088413,4213720,Approved
L100863,2,Not Graduate,Yes,2062162,1113692,15,409,2449851,6094899,31346,6305128,Rejected
L100864,0,Not Graduate,No,1929810,4788637,25,844,6507552,12403006,3751212,476684,Approved
L100865,4,Graduate,Yes,1310714,993831,20,653,8670441,2435016,4560899,6419601,Approved
L100866,4,Not Graduate,No,462916,4280013,15,616,1535834,1070648,4926788,702356,Rejected
L100867,3,Graduate,No,190149,3124795,5,565,2442547,12663927,1937916,1909103,Rejected
L100868,1,Graduate,No,498844,1780841,10,364,1236968,12807987,3294742,2097216,Rejected
L100869,0,Graduate,No,278447,3923691,25,632,3078882,3890026,1884175,4263139,Rejected
L100870,1,Graduate,No,1204271,4473471,30,812,1521093,12759686,822805,1250033,Rejected
L100871,0,Graduate,No,1762033,4101939,5,432,1988022,4558708,2077668,7587827,Rejected
L100872,3,Graduate,Yes,830913,4549367,20,891,5281592,4593577,1902151,1452847,Rejected
L100873,3,Graduate,No,1564474,919953,20,839,7536381,14808323,3147744,6641194,Approved
L100874,4,Graduate,No,503039,2633273,10,834,8411159,6322372,963813,6189811,Rejected
L100875,1,Graduate,No,1511425,3148056,10,795,3193796,8940164,531562,2738356,Approved
L100876,5,Not Graduate,No,2440146,2366374,25,668,8482216,12233674,3122895,6149620,Approved
L100877,4,Graduate,No,1576420,763806,30,398,8357038,12302590,4210052,4014676,Rejected
L100878,1,Graduate,No,1200457,4243616,25,616,8675147,4188136,1461967,5045402,Rejected
L100879,4,Not Graduate,No,2155647,3489187,10,422,9980228,14703323,2750728,1243922,Rejected
L100880,5,Graduate,No,1719720,2807506,10,619,6539108,10932559,2524497,3001878,Rejected
L100881,2,Graduate,Yes,1277787,800774,20,892,3049307,11089448,2092332,7613042,Approved
L100882,2,Graduate,No,1137626,3407963,10,794,6542683,4490741,3921070,7343921,Approved
L100883,2,Graduate,No,1090335,974993,15,756,2801818,12170205,4611010,7458226,Approved
L100884,2,Not Graduate,No,2085657,403791,5,821,5919586,7347075,892055,1173290,Approved
L100885,0,Graduate,Yes,2132539,3490227,10,819,4045721,14337278,172507,965730,Approved
L100886,2,Not Graduate,No,1109820,1434525,25,614,1863032,12689921,3876105,3701351,Rejected
L100887,5,Graduate,No,869846,3567778,30,841,4944614,14456813,4417327,3196275,Rejected
L100888,3,Graduate,No,1859813,166220,30,778,7852016,7249602,3490978,6448690,Approved
L100889,3,Graduate,No,1238129,271421,30,319,7774066,13840625,3862965,4939113,Rejected
L100890,0,Graduate,No,1705929,399317,15,859,7870267,14842004,3034454,6971503,Approved
L100891,2,Graduate,Yes,1059210,3971087,25,429,3089809,10249925,1365358,6128068,Rejected
L100892,2,Not Graduate,No,2102026,2977971,15,592,7819488,7859498,3213037,4467443,Rejected
L100893,2,Not Graduate,Yes,182766,1082469,10,431,1378148,2906868,3306694,449704,Rejected
L100894,4,Graduate,No,2196023,3198817,5,655,3044410,4058961,4126195,1051207,Approved
L100895,1,Not Graduate,No,705710,1381379,30,353,4062118,13220459,501775,6195338,Rejected
L100896,4,Not Graduate,No,2244966,3708997,25,686,238826,3246532,185639,137039,Approved
L100897,1,Graduate,No,424349,4591490,30,564,1717354,4263304,4060003,5069030,Rejected
L100898,2,Graduate,No,629806,1467191,15,514,9139390,12667091,4904723,7689454,Rejected
L100899,2,Graduate,No,1965419,3397526,20,759,481809,4125339,1840087,4783063,Approved
L100900,4,Graduate,Yes,1610235,3527983,10,757,9623440,1900057,3529284,6590716,Approved
L100901,4,Graduate,No,1608316,4481407,5,342,8262369,10252881,2515962,1927124,Rejected
L100902,1,Graduate,No,1577197,739925,10,885,7284390,12009042,3397477,5670323,Approved
L100903,3,Not Graduate,No,1226778,2236394,20,577,1818182,784514,4044070,5900182,Rejected
L100904,1,Graduate,No,589358,1097146,5,429,4367209,9461064,1621671,6863408,Rejected
L100905,4,Graduate,No,887744,1252532,20,649,8782389,1919587,4463588,4877733,Rejected
L100906,5,Not Graduate,No,2268007,2731478,10,843,5416797,11927807,875247,5330222,Approved
L100907,4,Not Graduate,Yes,461385,3043220,15,405,2689290,12977630,2297040,6305863,Rejected
L100908,5,Graduate,No,2470220,810330,10,300,37180,11211312,4360356,3259654,Rejected
